"Country or Area","Year(s)","Variant","Value"
"Kazakhstan","2015","Constant-fertility scenario","58.151"
"Kazakhstan","2015","High variant","58.151"
"Kazakhstan","2015","Low variant","58.151"
"Kazakhstan","2015","Medium variant","58.151"
"Kazakhstan","2010","Constant-fertility scenario","56.711"
"Kazakhstan","2010","High variant","56.711"
"Kazakhstan","2010","Low variant","56.711"
"Kazakhstan","2010","Medium variant","56.711"
"Kazakhstan","2005","Medium variant","55.933"
"Kazakhstan","2000","Medium variant","55.84"
"Kazakhstan","1995","Estimate variant","56.434"
"Kazakhstan","1990","Estimate variant","57.027"
"Kazakhstan","1985","Estimate variant","55.898"
"Kazakhstan","1980","Estimate variant","54.042"
"Kazakhstan","1975","Estimate variant","52.163"
"Kazakhstan","1970","Estimate variant","50.274"
"Kazakhstan","1965","Estimate variant","47.488"
"Kazakhstan","1960","Estimate variant","44.629"
"Kazakhstan","1955","Estimate variant","41.804"
"Kazakhstan","1950","Estimate variant","39.032"
"Kenya","2030","Constant-fertility scenario","56.803"
"Kenya","2030","High variant","56.803"
"Kenya","2030","Low variant","56.803"
"Kenya","2030","Medium variant","56.803"
"Kenya","2025","Constant-fertility scenario","53.889"
"Kenya","2025","High variant","53.889"
"Kenya","2025","Low variant","53.889"
"Kenya","2025","Medium variant","53.889"
"Kenya","2020","Constant-fertility scenario","50.849"
"Kenya","2020","High variant","50.849"
"Kenya","2020","Low variant","50.849"
"Kenya","2020","Medium variant","50.849"
"Kenya","2015","Constant-fertility scenario","47.166"
"Kenya","2015","High variant","47.166"
"Kenya","2015","Low variant","47.166"
"Kenya","2015","Medium variant","47.166"
"Kenya","2010","Constant-fertility scenario","42.925"
"Kenya","2010","High variant","42.925"
"Kenya","2010","Low variant","42.925"
"Kenya","2010","Medium variant","42.925"
"Kenya","2005","Medium variant","38.263"
"Kenya","2000","Medium variant","33.369"
"Kenya","1995","Estimate variant","28.458"
"Kenya","1990","Estimate variant","24.01"
"Kenya","1985","Estimate variant","19.772"
"Kenya","1980","Estimate variant","16.073"
"Kenya","1975","Estimate variant","12.916"
"Kenya","1970","Estimate variant","10.296"
"Kenya","1965","Estimate variant","8.606"
"Kenya","1960","Estimate variant","7.363"
"Kenya","1955","Estimate variant","6.42"
"Kenya","1950","Estimate variant","5.59"
"Kiribati","2030","Constant-fertility scenario","54.649"
"Kiribati","2030","High variant","54.649"
"Kiribati","2030","Low variant","54.649"
"Kiribati","2030","Medium variant","54.649"
"Kiribati","2025","Constant-fertility scenario","51.639"
"Kiribati","2025","High variant","51.639"
"Kiribati","2025","Low variant","51.639"
"Kiribati","2025","Medium variant","51.639"
"Kiribati","2020","Constant-fertility scenario","48.517"
"Kiribati","2020","High variant","48.517"
"Kiribati","2020","Low variant","48.517"
"Kiribati","2020","Medium variant","48.517"
"Kiribati","2015","Constant-fertility scenario","45.56"
"Kiribati","2015","High variant","45.56"
"Kiribati","2015","Low variant","45.56"
"Kiribati","2015","Medium variant","45.56"
"Kiribati","2010","Constant-fertility scenario","42.827"
"Kiribati","2010","High variant","42.827"
"Kiribati","2010","Low variant","42.827"
"Kiribati","2010","Medium variant","42.827"
"Kiribati","2005","Medium variant","40.366"
"Kiribati","2000","Medium variant","38.208"
"Kiribati","1995","Estimate variant","36.372"
"Kiribati","1990","Estimate variant","34.622"
"Kiribati","1985","Estimate variant","33.531"
"Kiribati","1980","Estimate variant","31.719"
"Kiribati","1975","Estimate variant","30.142"
"Kiribati","1970","Estimate variant","25.632"
"Kiribati","1965","Estimate variant","20.4"
"Kiribati","1960","Estimate variant","16.008"
"Kiribati","1955","Estimate variant","12.413"
"Kiribati","1950","Estimate variant","9.534"
"Kuwait","2030","Constant-fertility scenario","97.441"
"Kuwait","2030","High variant","97.441"
"Kuwait","2030","Low variant","97.441"
"Kuwait","2030","Medium variant","97.441"
"Kuwait","2025","Constant-fertility scenario","97.283"
"Kuwait","2025","High variant","97.283"
"Kuwait","2025","Low variant","97.283"
"Kuwait","2025","Medium variant","97.283"
"Kuwait","2020","Constant-fertility scenario","97.116"
"Kuwait","2020","High variant","97.116"
"Kuwait","2020","Low variant","97.116"
"Kuwait","2020","Medium variant","97.116"
"Kuwait","2015","Constant-fertility scenario","96.937"
"Kuwait","2015","High variant","96.937"
"Kuwait","2015","Low variant","96.937"
"Kuwait","2015","Medium variant","96.937"
"Kuwait","2010","Constant-fertility scenario","96.701"
"Kuwait","2010","High variant","96.701"
"Kuwait","2010","Low variant","96.701"
"Kuwait","2010","Medium variant","96.701"
"Kuwait","2005","Medium variant","96.398"
"Kuwait","2000","Medium variant","96.012"
"Kuwait","1995","Estimate variant","95.526"
"Kuwait","1990","Estimate variant","94.917"
"Kuwait","1985","Estimate variant","94.229"
"Kuwait","1980","Estimate variant","90.764"
"Kuwait","1975","Estimate variant","83.844"
"Kuwait","1970","Estimate variant","77.769"
"Kuwait","1965","Estimate variant","77.789"
"Kuwait","1960","Estimate variant","72.393"
"Kuwait","1955","Estimate variant","65.991"
"Kuwait","1950","Estimate variant","58.946"
"Kyrgyzstan","2030","Constant-fertility scenario","44.91"
"Kyrgyzstan","2030","High variant","44.91"
"Kyrgyzstan","2030","Low variant","44.91"
"Kyrgyzstan","2030","Medium variant","44.91"
"Kyrgyzstan","2025","Constant-fertility scenario","41.624"
"Kyrgyzstan","2025","High variant","41.624"
"Kyrgyzstan","2025","Low variant","41.624"
"Kyrgyzstan","2025","Medium variant","41.624"
"Kyrgyzstan","2020","Constant-fertility scenario","38.309"
"Kyrgyzstan","2020","High variant","38.309"
"Kyrgyzstan","2020","Low variant","38.309"
"Kyrgyzstan","2020","Medium variant","38.309"
"Kyrgyzstan","2015","Constant-fertility scenario","36.007"
"Kyrgyzstan","2015","High variant","36.007"
"Kyrgyzstan","2015","Low variant","36.007"
"Kyrgyzstan","2015","Medium variant","36.007"
"Kyrgyzstan","2010","Constant-fertility scenario","34.705"
"Kyrgyzstan","2010","High variant","34.705"
"Kyrgyzstan","2010","Low variant","34.705"
"Kyrgyzstan","2010","Medium variant","34.705"
"Kyrgyzstan","2005","Medium variant","34.385"
"Kyrgyzstan","2000","Medium variant","34.385"
"Kyrgyzstan","1995","Estimate variant","36.027"
"Kyrgyzstan","1990","Estimate variant","37.703"
"Kyrgyzstan","1985","Estimate variant","38.235"
"Kyrgyzstan","1980","Estimate variant","38.285"
"Kyrgyzstan","1975","Estimate variant","37.905"
"Kyrgyzstan","1970","Estimate variant","37.351"
"Kyrgyzstan","1965","Estimate variant","35.794"
"Kyrgyzstan","1960","Estimate variant","34.168"
"Kyrgyzstan","1955","Estimate variant","32.578"
"Kyrgyzstan","1950","Estimate variant","31.027"
"Lao People's Democratic Republic","2030","Constant-fertility scenario","36.76"
"Lao People's Democratic Republic","2030","High variant","36.76"
"Lao People's Democratic Republic","2030","Low variant","36.76"
"Lao People's Democratic Republic","2030","Medium variant","36.76"
"Lao People's Democratic Republic","2025","Constant-fertility scenario","33.469"
"Lao People's Democratic Republic","2025","High variant","33.469"
"Lao People's Democratic Republic","2025","Low variant","33.469"
"Lao People's Democratic Republic","2025","Medium variant","33.469"
"Lao People's Democratic Republic","2020","Constant-fertility scenario","30.242"
"Lao People's Democratic Republic","2020","High variant","30.242"
"Lao People's Democratic Republic","2020","Low variant","30.242"
"Lao People's Democratic Republic","2020","Medium variant","30.242"
"Lao People's Democratic Republic","2015","Constant-fertility scenario","27.119"
"Lao People's Democratic Republic","2015","High variant","27.119"
"Lao People's Democratic Republic","2015","Low variant","27.119"
"Lao People's Democratic Republic","2015","Medium variant","27.119"
"Lao People's Democratic Republic","2010","Constant-fertility scenario","24.232"
"Lao People's Democratic Republic","2010","High variant","24.232"
"Lao People's Democratic Republic","2010","Low variant","24.232"
"Lao People's Democratic Republic","2010","Medium variant","24.232"
"Lao People's Democratic Republic","2005","Medium variant","21.613"
"Lao People's Democratic Republic","2000","Medium variant","19.277"
"Lao People's Democratic Republic","1995","Estimate variant","17.223"
"Lao People's Democratic Republic","1990","Estimate variant","15.436"
"Lao People's Democratic Republic","1985","Estimate variant","13.804"
"Lao People's Democratic Republic","1980","Estimate variant","12.377"
"Lao People's Democratic Republic","1975","Estimate variant","11.081"
"Lao People's Democratic Republic","1970","Estimate variant","9.625"
"Lao People's Democratic Republic","1965","Estimate variant","8.323"
"Lao People's Democratic Republic","1960","Estimate variant","7.946"
"Lao People's Democratic Republic","1955","Estimate variant","7.585"
"Lao People's Democratic Republic","1950","Estimate variant","7.24"
"Latin America and the Caribbean","2030","Constant-fertility scenario","84.027"
"Latin America and the Caribbean","2030","High variant","84.027"
"Latin America and the Caribbean","2030","Low variant","84.027"
"Latin America and the Caribbean","2030","Medium variant","84.027"
"Latin America and the Caribbean","2025","Constant-fertility scenario","82.999"
"Latin America and the Caribbean","2025","High variant","82.999"
"Latin America and the Caribbean","2025","Low variant","82.999"
"Latin America and the Caribbean","2025","Medium variant","82.999"
"Latin America and the Caribbean","2020","Constant-fertility scenario","81.841"
"Latin America and the Caribbean","2020","High variant","81.841"
"Latin America and the Caribbean","2020","Low variant","81.841"
"Latin America and the Caribbean","2020","Medium variant","81.841"
"Latin America and the Caribbean","2015","Constant-fertility scenario","80.529"
"Latin America and the Caribbean","2015","High variant","80.529"
"Latin America and the Caribbean","2015","Low variant","80.529"
"Latin America and the Caribbean","2015","Medium variant","80.529"
"Latin America and the Caribbean","2010","Constant-fertility scenario","79.042"
"Latin America and the Caribbean","2010","High variant","79.042"
"Latin America and the Caribbean","2010","Low variant","79.042"
"Latin America and the Caribbean","2010","Medium variant","79.042"
"Latin America and the Caribbean","2005","Medium variant","77.354"
"Latin America and the Caribbean","2000","Medium variant","75.431"
"Latin America and the Caribbean","1995","Estimate variant","73.348"
"Latin America and the Caribbean","1990","Estimate variant","71.067"
"Latin America and the Caribbean","1985","Estimate variant","68.145"
"Latin America and the Caribbean","1980","Estimate variant","65.052"
"Latin America and the Caribbean","1975","Estimate variant","61.417"
"Latin America and the Caribbean","1970","Estimate variant","57.568"
"Latin America and the Caribbean","1965","Estimate variant","53.553"
"Latin America and the Caribbean","1960","Estimate variant","49.532"
"Latin America and the Caribbean","1955","Estimate variant","45.668"
"Latin America and the Caribbean","1950","Estimate variant","41.894"
"Latvia","2030","Constant-fertility scenario","65.726"
"Latvia","2030","High variant","65.726"
"Latvia","2030","Low variant","65.726"
"Latvia","2030","Medium variant","65.726"
"Latvia","2025","Constant-fertility scenario","63.307"
"Latvia","2025","High variant","63.307"
"Latvia","2025","Low variant","63.307"
"Latvia","2025","Medium variant","63.307"
"Latvia","2020","Constant-fertility scenario","60.74"
"Latvia","2020","High variant","60.74"
"Latvia","2020","Low variant","60.74"
"Latvia","2020","Medium variant","60.74"
"Latvia","2015","Constant-fertility scenario","60.445"
"Latvia","2015","High variant","60.445"
"Latvia","2015","Low variant","60.445"
"Latvia","2015","Medium variant","60.445"
"Latvia","2010","Constant-fertility scenario","60.445"
"Latvia","2010","High variant","60.445"
"Latvia","2010","Low variant","60.445"
"Latvia","2010","Medium variant","60.445"
"Latvia","2005","Medium variant","60.445"
"Latvia","2000","Medium variant","60.445"
"Latvia","1995","Estimate variant","68.997"
"Latvia","1990","Estimate variant","70.349"
"Latvia","1985","Estimate variant","69.757"
"Latvia","1980","Estimate variant","68.247"
"Latvia","1975","Estimate variant","65.421"
"Latvia","1970","Estimate variant","62.012"
"Latvia","1965","Estimate variant","59.465"
"Latvia","1960","Estimate variant","56.866"
"Latvia","1955","Estimate variant","54.229"
"Latvia","1950","Estimate variant","51.568"
"Least developed countries","2030","Constant-fertility scenario","43.702"
"Least developed countries","2030","High variant","43.702"
"Least developed countries","2030","Low variant","43.702"
"Least developed countries","2030","Medium variant","43.702"
"Least developed countries","2025","Constant-fertility scenario","40.653"
"Least developed countries","2025","High variant","40.653"
"Least developed countries","2025","Low variant","40.653"
"Least developed countries","2025","Medium variant","40.653"
"Least developed countries","2020","Constant-fertility scenario","37.583"
"Least developed countries","2020","High variant","37.583"
"Least developed countries","2020","Low variant","37.583"
"Least developed countries","2020","Medium variant","37.583"
"Least developed countries","2015","Constant-fertility scenario","34.503"
"Least developed countries","2015","High variant","34.503"
"Least developed countries","2015","Low variant","34.503"
"Least developed countries","2015","Medium variant","34.503"
"Least developed countries","2010","Constant-fertility scenario","31.433"
"Least developed countries","2010","High variant","31.433"
"Least developed countries","2010","Low variant","31.433"
"Least developed countries","2010","Medium variant","31.433"
"Least developed countries","2005","Medium variant","28.443"
"Least developed countries","2000","Medium variant","25.641"
"Least developed countries","1995","Estimate variant","23.132"
"Least developed countries","1990","Estimate variant","20.848"
"Least developed countries","1985","Estimate variant","18.993"
"Least developed countries","1980","Estimate variant","17.252"
"Least developed countries","1975","Estimate variant","14.7"
"Least developed countries","1970","Estimate variant","12.933"
"Least developed countries","1965","Estimate variant","11.102"
"Least developed countries","1960","Estimate variant","9.541"
"Least developed countries","1955","Estimate variant","8.397"
"Least developed countries","1950","Estimate variant","7.39"
"Lebanon","2030","Constant-fertility scenario","93.869"
"Lebanon","2030","High variant","93.869"
"Lebanon","2030","Low variant","93.869"
"Lebanon","2030","Medium variant","93.869"
"Lebanon","2025","Constant-fertility scenario","93.476"
"Lebanon","2025","High variant","93.476"
"Lebanon","2025","Low variant","93.476"
"Lebanon","2025","Medium variant","93.476"
"Lebanon","2020","Constant-fertility scenario","93.056"
"Lebanon","2020","High variant","93.056"
"Lebanon","2020","Low variant","93.056"
"Lebanon","2020","Medium variant","93.056"
"Lebanon","2015","Constant-fertility scenario","92.606"
"Lebanon","2015","High variant","92.606"
"Lebanon","2015","Low variant","92.606"
"Lebanon","2015","Medium variant","92.606"
"Lebanon","2010","Constant-fertility scenario","92.126"
"Lebanon","2010","High variant","92.126"
"Lebanon","2010","Low variant","92.126"
"Lebanon","2010","Medium variant","92.126"
"Lebanon","2005","Medium variant","91.211"
"Lebanon","2000","Medium variant","89.736"
"Lebanon","1995","Estimate variant","87.496"
"Lebanon","1990","Estimate variant","84.191"
"Lebanon","1985","Estimate variant","79.425"
"Lebanon","1980","Estimate variant","73.673"
"Lebanon","1975","Estimate variant","66.981"
"Lebanon","1970","Estimate variant","59.379"
"Lebanon","1965","Estimate variant","49.454"
"Lebanon","1960","Estimate variant","39.572"
"Lebanon","1955","Estimate variant","30.474"
"Lebanon","1950","Estimate variant","22.683"
"Lesotho","2030","Constant-fertility scenario","48.713"
"Lesotho","2030","High variant","48.713"
"Lesotho","2030","Low variant","48.713"
"Lesotho","2030","Medium variant","48.713"
"Lesotho","2025","Constant-fertility scenario","45.504"
"Lesotho","2025","High variant","45.504"
"Lesotho","2025","Low variant","45.504"
"Lesotho","2025","Medium variant","45.504"
"Lesotho","2020","Constant-fertility scenario","42.227"
"Lesotho","2020","High variant","42.227"
"Lesotho","2020","Low variant","42.227"
"Lesotho","2020","Medium variant","42.227"
"Lesotho","2015","Constant-fertility scenario","38.914"
"Lesotho","2015","High variant","38.914"
"Lesotho","2015","Low variant","38.914"
"Lesotho","2015","Medium variant","38.914"
"Lesotho","2010","Constant-fertility scenario","35.602"
"Lesotho","2010","High variant","35.602"
"Lesotho","2010","Low variant","35.602"
"Lesotho","2010","Medium variant","35.602"
"Lesotho","2005","Medium variant","31.899"
"Lesotho","2000","Medium variant","27.96"
"Lesotho","1995","Estimate variant","23.964"
"Lesotho","1990","Estimate variant","20.085"
"Lesotho","1985","Estimate variant","16.474"
"Lesotho","1980","Estimate variant","13.402"
"Lesotho","1975","Estimate variant","10.823"
"Lesotho","1970","Estimate variant","8.608"
"Lesotho","1965","Estimate variant","6.343"
"Lesotho","1960","Estimate variant","3.416"
"Lesotho","1955","Estimate variant","1.813"
"Lesotho","1950","Estimate variant","0.955"
"Less developed regions","2030","Constant-fertility scenario","56.367"
"Less developed regions","2030","High variant","56.367"
"Less developed regions","2030","Low variant","56.367"
"Less developed regions","2030","Medium variant","56.367"
"Less developed regions","2025","Constant-fertility scenario","53.879"
"Less developed regions","2025","High variant","53.879"
"Less developed regions","2025","Low variant","53.879"
"Less developed regions","2025","Medium variant","53.879"
"Less developed regions","2020","Constant-fertility scenario","51.3"
"Less developed regions","2020","High variant","51.3"
"Less developed regions","2020","Low variant","51.3"
"Less developed regions","2020","Medium variant","51.3"
"Less developed regions","2015","Constant-fertility scenario","48.637"
"Less developed regions","2015","High variant","48.637"
"Less developed regions","2015","Low variant","48.637"
"Less developed regions","2015","Medium variant","48.637"
"Less developed regions","2010","Constant-fertility scenario","45.903"
"Less developed regions","2010","High variant","45.903"
"Less developed regions","2010","Low variant","45.903"
"Less developed regions","2010","Medium variant","45.903"
"Less developed regions","2005","Medium variant","43.141"
"Less developed regions","2000","Medium variant","40.368"
"Less developed regions","1995","Estimate variant","37.654"
"Less developed regions","1990","Estimate variant","35.046"
"Less developed regions","1985","Estimate variant","32.1"
"Less developed regions","1980","Estimate variant","29.345"
"Less developed regions","1975","Estimate variant","26.797"
"Less developed regions","1970","Estimate variant","25.126"
"Less developed regions","1965","Estimate variant","23.631"
"Less developed regions","1960","Estimate variant","21.597"
"Less developed regions","1955","Estimate variant","19.628"
"Less developed regions","1950","Estimate variant","17.841"
"Liberia","2030","Constant-fertility scenario","62.239"
"Liberia","2030","High variant","62.239"
"Liberia","2030","Low variant","62.239"
"Liberia","2030","Medium variant","62.239"
"Liberia","2025","Constant-fertility scenario","59.609"
"Liberia","2025","High variant","59.609"
"Liberia","2025","Low variant","59.609"
"Liberia","2025","Medium variant","59.609"
"Liberia","2020","Constant-fertility scenario","56.835"
"Liberia","2020","High variant","56.835"
"Liberia","2020","Low variant","56.835"
"Liberia","2020","Medium variant","56.835"
"Liberia","2015","Constant-fertility scenario","53.921"
"Liberia","2015","High variant","53.921"
"Liberia","2015","Low variant","53.921"
"Liberia","2015","Medium variant","53.921"
"Liberia","2010","Constant-fertility scenario","50.921"
"Liberia","2010","High variant","50.921"
"Liberia","2010","Low variant","50.921"
"Liberia","2010","Medium variant","50.921"
"Liberia","2005","Medium variant","47.894"
"Liberia","2000","Medium variant","44.901"
"Liberia","1995","Estimate variant","42.001"
"Liberia","1990","Estimate variant","42"
"Liberia","1985","Estimate variant","39.262"
"Liberia","1980","Estimate variant","34.982"
"Liberia","1975","Estimate variant","30.345"
"Liberia","1970","Estimate variant","26.026"
"Liberia","1965","Estimate variant","22.109"
"Liberia","1960","Estimate variant","18.632"
"Liberia","1955","Estimate variant","15.593"
"Liberia","1950","Estimate variant","12.971"
"Libya","2030","Constant-fertility scenario","92.015"
"Libya","2030","High variant","92.015"
"Libya","2030","Low variant","92.015"
"Libya","2030","Medium variant","92.015"
"Libya","2025","Constant-fertility scenario","91.493"
"Libya","2025","High variant","91.493"
"Libya","2025","Low variant","91.493"
"Libya","2025","Medium variant","91.493"
"Libya","2020","Constant-fertility scenario","90.935"
"Libya","2020","High variant","90.935"
"Libya","2020","Low variant","90.935"
"Libya","2020","Medium variant","90.935"
"Libya","2015","Constant-fertility scenario","90.336"
"Libya","2015","High variant","90.336"
"Libya","2015","Low variant","90.336"
"Libya","2015","Medium variant","90.336"
"Libya","2010","Constant-fertility scenario","89.696"
"Libya","2010","High variant","89.696"
"Libya","2010","Low variant","89.696"
"Libya","2010","Medium variant","89.696"
"Libya","2005","Medium variant","89.009"
"Libya","2000","Medium variant","87.628"
"Libya","1995","Estimate variant","85.347"
"Libya","1990","Estimate variant","81.836"
"Libya","1985","Estimate variant","76.652"
"Libya","1980","Estimate variant","69.321"
"Libya","1975","Estimate variant","60.864"
"Libya","1970","Estimate variant","45.333"
"Libya","1965","Estimate variant","27.386"
"Libya","1960","Estimate variant","22.731"
"Libya","1955","Estimate variant","20.58"
"Libya","1950","Estimate variant","18.584"
"Liechtenstein","2030","Constant-fertility scenario","34.582"
"Liechtenstein","2030","High variant","34.582"
"Liechtenstein","2030","Low variant","34.582"
"Liechtenstein","2030","Medium variant","34.582"
"Liechtenstein","2025","Constant-fertility scenario","31.329"
"Liechtenstein","2025","High variant","31.329"
"Liechtenstein","2025","Low variant","31.329"
"Liechtenstein","2025","Medium variant","31.329"
"Liechtenstein","2020","Constant-fertility scenario","28.168"
"Liechtenstein","2020","High variant","28.168"
"Liechtenstein","2020","Low variant","28.168"
"Liechtenstein","2020","Medium variant","28.168"
"Liechtenstein","2015","Constant-fertility scenario","25.635"
"Liechtenstein","2015","High variant","25.635"
"Liechtenstein","2015","Low variant","25.635"
"Liechtenstein","2015","Medium variant","25.635"
"Liechtenstein","2010","Constant-fertility scenario","23.697"
"Liechtenstein","2010","High variant","23.697"
"Liechtenstein","2010","Low variant","23.697"
"Liechtenstein","2010","Medium variant","23.697"
"Liechtenstein","2005","Medium variant","22.301"
"Liechtenstein","2000","Medium variant","21.412"
"Liechtenstein","1995","Estimate variant","20.991"
"Liechtenstein","1990","Estimate variant","20.577"
"Liechtenstein","1985","Estimate variant","20.167"
"Liechtenstein","1980","Estimate variant","19.813"
"Liechtenstein","1975","Estimate variant","19.961"
"Liechtenstein","1970","Estimate variant","20.111"
"Liechtenstein","1965","Estimate variant","20.263"
"Liechtenstein","1960","Estimate variant","20.379"
"Liechtenstein","1955","Estimate variant","20.127"
"Liechtenstein","1950","Estimate variant","19.878"
"Lithuania","2030","Constant-fertility scenario","76.607"
"Lithuania","2030","High variant","76.607"
"Lithuania","2030","Low variant","76.607"
"Lithuania","2030","Medium variant","76.607"
"Lithuania","2025","Constant-fertility scenario","74.946"
"Lithuania","2025","High variant","74.946"
"Lithuania","2025","Low variant","74.946"
"Lithuania","2025","Medium variant","74.946"
"Lithuania","2020","Constant-fertility scenario","73.162"
"Lithuania","2020","High variant","73.162"
"Lithuania","2020","Low variant","73.162"
"Lithuania","2020","Medium variant","73.162"
"Lithuania","2015","Constant-fertility scenario","71.579"
"Lithuania","2015","High variant","71.579"
"Lithuania","2015","Low variant","71.579"
"Lithuania","2015","Medium variant","71.579"
"Lithuania","2010","Constant-fertility scenario","70.248"
"Lithuania","2010","High variant","70.248"
"Lithuania","2010","Low variant","70.248"
"Lithuania","2010","Medium variant","70.248"
"Lithuania","2005","Medium variant","69.215"
"Lithuania","2000","Medium variant","68.511"
"Lithuania","1995","Estimate variant","68.159"
"Lithuania","1990","Estimate variant","67.804"
"Lithuania","1985","Estimate variant","65.06"
"Lithuania","1980","Estimate variant","61.163"
"Lithuania","1975","Estimate variant","55.67"
"Lithuania","1970","Estimate variant","49.537"
"Lithuania","1965","Estimate variant","44.696"
"Lithuania","1960","Estimate variant","39.953"
"Lithuania","1955","Estimate variant","35.392"
"Lithuania","1950","Estimate variant","31.081"
"Luxembourg","2030","Constant-fertility scenario","96.021"
"Luxembourg","2030","High variant","96.021"
"Luxembourg","2030","Low variant","96.021"
"Luxembourg","2030","Medium variant","96.021"
"Luxembourg","2025","Constant-fertility scenario","95.771"
"Luxembourg","2025","High variant","95.771"
"Luxembourg","2025","Low variant","95.771"
"Luxembourg","2025","Medium variant","95.771"
"Luxembourg","2020","Constant-fertility scenario","95.506"
"Luxembourg","2020","High variant","95.506"
"Luxembourg","2020","Low variant","95.506"
"Luxembourg","2020","Medium variant","95.506"
"Luxembourg","2015","Constant-fertility scenario","95.027"
"Luxembourg","2015","High variant","95.027"
"Luxembourg","2015","Low variant","95.027"
"Luxembourg","2015","Medium variant","95.027"
"Luxembourg","2010","Constant-fertility scenario","94.276"
"Luxembourg","2010","High variant","94.276"
"Luxembourg","2010","Low variant","94.276"
"Luxembourg","2010","Medium variant","94.276"
"Luxembourg","2005","Medium variant","93.155"
"Luxembourg","2000","Medium variant","91.515"
"Luxembourg","1995","Estimate variant","89.144"
"Luxembourg","1990","Estimate variant","86.299"
"Luxembourg","1985","Estimate variant","82.943"
"Luxembourg","1980","Estimate variant","78.894"
"Luxembourg","1975","Estimate variant","73.712"
"Luxembourg","1970","Estimate variant","67.772"
"Luxembourg","1965","Estimate variant","62.951"
"Luxembourg","1960","Estimate variant","62.053"
"Luxembourg","1955","Estimate variant","60.566"
"Luxembourg","1950","Estimate variant","59.06"
"Madagascar","2030","Constant-fertility scenario","49.215"
"Madagascar","2030","High variant","49.215"
"Madagascar","2030","Low variant","49.215"
"Madagascar","2030","Medium variant","49.215"
"Madagascar","2025","Constant-fertility scenario","46.018"
"Madagascar","2025","High variant","46.018"
"Madagascar","2025","Low variant","46.018"
"Madagascar","2025","Medium variant","46.018"
"Madagascar","2020","Constant-fertility scenario","42.75"
"Madagascar","2020","High variant","42.75"
"Madagascar","2020","Low variant","42.75"
"Madagascar","2020","Medium variant","42.75"
"Madagascar","2015","Constant-fertility scenario","39.441"
"Madagascar","2015","High variant","39.441"
"Madagascar","2015","Low variant","39.441"
"Madagascar","2015","Medium variant","39.441"
"Madagascar","2010","Constant-fertility scenario","36.073"
"Madagascar","2010","High variant","36.073"
"Madagascar","2010","Low variant","36.073"
"Madagascar","2010","Medium variant","36.073"
"Madagascar","2005","Medium variant","32.73"
"Madagascar","2000","Medium variant","29.49"
"Madagascar","1995","Estimate variant","26.419"
"Madagascar","1990","Estimate variant","23.567"
"Madagascar","1985","Estimate variant","20.934"
"Madagascar","1980","Estimate variant","18.524"
"Madagascar","1975","Estimate variant","16.335"
"Madagascar","1970","Estimate variant","14.101"
"Madagascar","1965","Estimate variant","12.38"
"Madagascar","1960","Estimate variant","10.642"
"Madagascar","1955","Estimate variant","9.122"
"Madagascar","1950","Estimate variant","7.8"
"Malawi","2030","Constant-fertility scenario","30.092"
"Malawi","2030","High variant","30.092"
"Malawi","2030","Low variant","30.092"
"Malawi","2030","Medium variant","30.092"
"Malawi","2025","Constant-fertility scenario","26.975"
"Malawi","2025","High variant","26.975"
"Malawi","2025","Low variant","26.975"
"Malawi","2025","Medium variant","26.975"
"Malawi","2020","Constant-fertility scenario","23.998"
"Malawi","2020","High variant","23.998"
"Malawi","2020","Low variant","23.998"
"Malawi","2020","Medium variant","23.998"
"Malawi","2015","Constant-fertility scenario","21.269"
"Malawi","2015","High variant","21.269"
"Malawi","2015","Low variant","21.269"
"Malawi","2015","Medium variant","21.269"
"Malawi","2010","Constant-fertility scenario","18.812"
"Malawi","2010","High variant","18.812"
"Malawi","2010","Low variant","18.812"
"Malawi","2010","Medium variant","18.812"
"Malawi","2005","Medium variant","16.633"
"Malawi","2000","Medium variant","14.725"
"Malawi","1995","Estimate variant","13.071"
"Malawi","1990","Estimate variant","11.578"
"Malawi","1985","Estimate variant","10.256"
"Malawi","1980","Estimate variant","9.094"
"Malawi","1975","Estimate variant","7.658"
"Malawi","1970","Estimate variant","6.035"
"Malawi","1965","Estimate variant","4.882"
"Malawi","1960","Estimate variant","4.379"
"Malawi","1955","Estimate variant","3.926"
"Malawi","1950","Estimate variant","3.518"
"Malaysia","2030","Constant-fertility scenario","72.679"
"Malaysia","2030","High variant","72.679"
"Malaysia","2030","Low variant","72.679"
"Malaysia","2030","Medium variant","72.679"
"Malaysia","2025","Constant-fertility scenario","70.731"
"Malaysia","2025","High variant","70.731"
"Malaysia","2025","Low variant","70.731"
"Malaysia","2025","Medium variant","70.731"
"Malaysia","2020","Constant-fertility scenario","68.646"
"Malaysia","2020","High variant","68.646"
"Malaysia","2020","Low variant","68.646"
"Malaysia","2020","Medium variant","68.646"
"Malaysia","2015","Constant-fertility scenario","66.419"
"Malaysia","2015","High variant","66.419"
"Malaysia","2015","Low variant","66.419"
"Malaysia","2015","Medium variant","66.419"
"Malaysia","2010","Constant-fertility scenario","63.797"
"Malaysia","2010","High variant","63.797"
"Malaysia","2010","Low variant","63.797"
"Malaysia","2010","Medium variant","63.797"
"Malaysia","2005","Medium variant","60.789"
"Malaysia","2000","Medium variant","57.419"
"Malaysia","1995","Estimate variant","53.738"
"Malaysia","1990","Estimate variant","49.822"
"Malaysia","1985","Estimate variant","45.909"
