"Country or Area","Year","Sex","Classification","Subclassification","Coverage","Scope","Source","SourceID","Value","Value Footnotes"
"Lithuania","1999","Women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 0","5.93","76,77,78"
"Lithuania","1999","Women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 0","968","56,78"
"Lithuania","1998","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 2","930","77"
"Lithuania","1998","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 0","1014","56,78"
"Lithuania","1998","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 0","6.11","76,77,78"
"Lithuania","1998","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment census","# 1","5.86","76,77"
"Lithuania","1998","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment census","# 1","930","76,77"
"Lithuania","1998","Men","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 0","6.87","76,77,78"
"Lithuania","1998","Men","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 0","1152","56,78"
"Lithuania","1998","Women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 0","886","56,78"
"Lithuania","1998","Women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 0","5.39","76,77,78"
"Lithuania","1997","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 0","4.81","76,77,78"
"Lithuania","1997","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 2","778","77"
"Lithuania","1997","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 0","799","56,78"
"Lithuania","1997","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment census","# 1","778","76,77"
"Lithuania","1997","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment census","# 1","4.87","76,77"
"Lithuania","1997","Men","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 0","920","56,78"
"Lithuania","1997","Men","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 0","5.46","76,77,78"
"Lithuania","1997","Women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 0","4.19","76,77,78"
"Lithuania","1997","Women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 0","685","56,78"
"Lithuania","1996","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 0","612","56,78"
"Lithuania","1996","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 0","3.91","76,77,78"
"Lithuania","1996","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment census","# 1","3.81","76,77"
"Lithuania","1996","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment census","# 1","618","76,77"
"Lithuania","1996","Men","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 0","4.45","76,77,78"
"Lithuania","1996","Men","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 0","709","56,78"
"Lithuania","1996","Women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 0","534","56,78"
"Lithuania","1996","Women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 0","3.48","76,77,78"
"Lithuania","1995","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 0","3.46","53,76,77"
"Lithuania","1995","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 0","518","53,56"
"Lithuania","1995","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment census","# 1","481","76,77"
"Lithuania","1995","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment census","# 1","3.06","76,77"
"Lithuania","1995","Men","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 0","620","53,56"
"Lithuania","1995","Men","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 0","4.06","53,76,77"
"Lithuania","1995","Women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 0","2.97","53,76,77"
"Lithuania","1995","Women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 0","436","53,56"
"Lithuania","1994","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 0","374","53,56"
"Lithuania","1994","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment census","# 1","325","76,77"
"Lithuania","1994","Men","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 0","450","53,56"
"Lithuania","1994","Women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 0","313","53,56"
"Lithuania","1993","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment census","# 1","166","76,77"
"Macau, China","2008","Total men and women","ISIC-Rev.3","Total.","Total coverage","Earnings per month","Labour force survey","# 0","8000","54"
"Macau, China","2008","Men","ISIC-Rev.3","Total.","Total coverage","Earnings per month","Labour force survey","# 0","9500","54"
"Macau, China","2008","Women","ISIC-Rev.3","Total.","Total coverage","Earnings per month","Labour force survey","# 0","7000","54"
"Macau, China","2007","Total men and women","ISIC-Rev.3","Total.","Total coverage","Earnings per month","Labour force survey","# 0","7800","54"
"Macau, China","2007","Men","ISIC-Rev.3","Total.","Total coverage","Earnings per month","Labour force survey","# 0","8700","54"
"Macau, China","2007","Women","ISIC-Rev.3","Total.","Total coverage","Earnings per month","Labour force survey","# 0","6100","54"
"Macau, China","2006","Total men and women","ISIC-Rev.3","Total.","Total coverage","Earnings per month","Labour force survey","# 0","6701","54"
"Macau, China","2006","Men","ISIC-Rev.3","Total.","Total coverage","Earnings per month","Labour force survey","# 0","7713","54"
"Macau, China","2006","Women","ISIC-Rev.3","Total.","Total coverage","Earnings per month","Labour force survey","# 0","5194","54"
"Macau, China","2005","Total men and women","ISIC-Rev.3","Total.","Total coverage","Earnings per month","Labour force survey","# 0","5773","54"
"Macau, China","2005","Men","ISIC-Rev.3","Total.","Total coverage","Earnings per month","Labour force survey","# 0","6820","54"
"Macau, China","2005","Women","ISIC-Rev.3","Total.","Total coverage","Earnings per month","Labour force survey","# 0","4559","54"
"Macau, China","2004","Total men and women","ISIC-Rev.3","Total.","Total coverage","Earnings per month","Labour force survey","# 0","5167","54"
"Macau, China","2004","Men","ISIC-Rev.3","Total.","Total coverage","Earnings per month","Labour force survey","# 0","5979","54"
"Macau, China","2004","Women","ISIC-Rev.3","Total.","Total coverage","Earnings per month","Labour force survey","# 0","4210","54"
"Macau, China","2003","Total men and women","ISIC-Rev.3","Total.","Total coverage","Earnings per month","Labour force survey","# 0","4801","54"
"Macau, China","2003","Men","ISIC-Rev.3","Total.","Total coverage","Earnings per month","Labour force survey","# 0","5736","54"
"Macau, China","2003","Women","ISIC-Rev.3","Total.","Total coverage","Earnings per month","Labour force survey","# 0","3887","54"
"Macau, China","2002","Total men and women","ISIC-Rev.3","Total.","Total coverage","Earnings per month","Labour force survey","# 0","4672","54"
"Macau, China","2002","Men","ISIC-Rev.3","Total.","Total coverage","Earnings per month","Labour force survey","# 0","5670","54"
"Macau, China","2002","Women","ISIC-Rev.3","Total.","Total coverage","Earnings per month","Labour force survey","# 0","3766","54"
"Macau, China","2001","Total men and women","ISIC-Rev.3","Total.","Total coverage","Earnings per month","Labour force survey","# 0","4658","54"
"Macau, China","2001","Men","ISIC-Rev.3","Total.","Total coverage","Earnings per month","Labour force survey","# 0","5572","54"
"Macau, China","2001","Women","ISIC-Rev.3","Total.","Total coverage","Earnings per month","Labour force survey","# 0","3692","54"
"Macau, China","2000","Total men and women","ISIC-Rev.3","Total.","Total coverage","Earnings per month","Labour force survey","# 0","4822","54"
"Macau, China","2000","Men","ISIC-Rev.3","Total.","Total coverage","Earnings per month","Labour force survey","# 0","5791","54"
"Macau, China","2000","Women","ISIC-Rev.3","Total.","Total coverage","Earnings per month","Labour force survey","# 0","3867","54"
"Macau, China","1999","Total men and women","ISIC-Rev.3","Total.","Total coverage","Earnings per month","Labour force survey","# 0","4920","54"
"Macau, China","1999","Men","ISIC-Rev.3","Total.","Total coverage","Earnings per month","Labour force survey","# 0","5877","54"
"Macau, China","1999","Women","ISIC-Rev.3","Total.","Total coverage","Earnings per month","Labour force survey","# 0","3835","54"
"Macau, China","1998","Total men and women","ISIC-Rev.3","Total.","Total coverage","Earnings per month","Labour force survey","# 0","5050","54"
"Macau, China","1998","Men","ISIC-Rev.3","Total.","Total coverage","Earnings per month","Labour force survey","# 0","5899","54"
"Macau, China","1998","Women","ISIC-Rev.3","Total.","Total coverage","Earnings per month","Labour force survey","# 0","3910","54"
"Macau, China","1997","Total men and women","ISIC-Rev.2","Total.","Total coverage","Earnings per month","Labour force survey","# 0","5221","54"
"Macau, China","1997","Men","ISIC-Rev.2","Total.","Total coverage","Earnings per month","Labour force survey","# 0","6094","54"
"Macau, China","1997","Women","ISIC-Rev.2","Total.","Total coverage","Earnings per month","Labour force survey","# 0","4032","54"
"Macau, China","1996","Total men and women","ISIC-Rev.2","Total.","Total coverage","Earnings per month","Labour force survey","# 0","4914","54"
"Macau, China","1996","Men","ISIC-Rev.2","Total.","Total coverage","Earnings per month","Labour force survey","# 0","5716","54"
"Macau, China","1996","Women","ISIC-Rev.2","Total.","Total coverage","Earnings per month","Labour force survey","# 0","3924","54"
"Macedonia, The former Yugoslav Rep. of","2008","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 0","16096","79"
"Macedonia, The former Yugoslav Rep. of","2007","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 0","14584","79"
"Macedonia, The former Yugoslav Rep. of","2006","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 0","13517","79"
"Macedonia, The former Yugoslav Rep. of","2005","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 0","12597","79"
"Macedonia, The former Yugoslav Rep. of","2004","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 0","12293","79"
"Macedonia, The former Yugoslav Rep. of","2003","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 0","11824","79"
"Macedonia, The former Yugoslav Rep. of","2002","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 0","11279","79"
"Macedonia, The former Yugoslav Rep. of","2001","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 0","10552","79"
"Madagascar","2005","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Household survey","# 0","2173",""
"Madagascar","2005","Men","ISIC-Rev.3","Total.","Employees","Earnings per hour","Household survey","# 0","2421",""
"Madagascar","2005","Women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Household survey","# 0","1790",""
"Malta","2008","Total men and women","ISIC-Rev.3","Total.","Total coverage","Earnings per hour","Labour force survey","# 0","6.9450148682","80"
"Malta","2008","Men","ISIC-Rev.3","Total.","Total coverage","Earnings per hour","Labour force survey","# 0","6.987286339","80"
"Malta","2008","Women","ISIC-Rev.3","Total.","Total coverage","Earnings per hour","Labour force survey","# 0","6.8697124702","80"
"Malta","2007","Total men and women","ISIC-Rev.3","Total.","Total coverage","Earnings per hour","Labour force survey","# 0","2.8",""
"Malta","2007","Men","ISIC-Rev.3","Total.","Total coverage","Earnings per hour","Labour force survey","# 0","2.9",""
"Malta","2007","Women","ISIC-Rev.3","Total.","Total coverage","Earnings per hour","Labour force survey","# 0","2.7",""
"Malta","2006","Total men and women","ISIC-Rev.3","Total.","Total coverage","Earnings per hour","Labour force survey","# 0","2.7",""
"Malta","2006","Men","ISIC-Rev.3","Total.","Total coverage","Earnings per hour","Labour force survey","# 0","2.7",""
"Malta","2006","Women","ISIC-Rev.3","Total.","Total coverage","Earnings per hour","Labour force survey","# 0","2.7",""
"Malta","2005","Total men and women","ISIC-Rev.3","Total.","Total coverage","Earnings per hour","Labour force survey","# 0","2.6",""
"Malta","2005","Men","ISIC-Rev.3","Total.","Total coverage","Earnings per hour","Labour force survey","# 0","2.6",""
"Malta","2005","Women","ISIC-Rev.3","Total.","Total coverage","Earnings per hour","Labour force survey","# 0","2.6",""
"Malta","2004","Total men and women","ISIC-Rev.3","Total.","Total coverage","Earnings per hour","Labour force survey","# 0","2.6",""
"Malta","2004","Men","ISIC-Rev.3","Total.","Total coverage","Earnings per hour","Labour force survey","# 0","2.6",""
"Malta","2004","Women","ISIC-Rev.3","Total.","Total coverage","Earnings per hour","Labour force survey","# 0","2.6",""
"Malta","2003","Total men and women","ISIC-Rev.3","Total.","Total coverage","Earnings per hour","Labour force survey","# 0","2.5",""
"Malta","2003","Men","ISIC-Rev.3","Total.","Total coverage","Earnings per hour","Labour force survey","# 0","2.5",""
"Malta","2003","Women","ISIC-Rev.3","Total.","Total coverage","Earnings per hour","Labour force survey","# 0","2.5",""
"Malta","2002","Total men and women","ISIC-Rev.3","Total.","Total coverage","Earnings per hour","Labour force survey","# 0","2.44",""
"Malta","2002","Men","ISIC-Rev.3","Total.","Total coverage","Earnings per hour","Labour force survey","# 0","2.48",""
"Malta","2002","Women","ISIC-Rev.3","Total.","Total coverage","Earnings per hour","Labour force survey","# 0","2.37",""
"Malta","2001","Total men and women","ISIC-Rev.3","Total.","Total coverage","Earnings per hour","Labour force survey","# 0","2.37",""
"Malta","2001","Men","ISIC-Rev.3","Total.","Total coverage","Earnings per hour","Labour force survey","# 0","2.42",""
"Malta","2001","Women","ISIC-Rev.3","Total.","Total coverage","Earnings per hour","Labour force survey","# 0","2.25",""
"Malta","2000","Total men and women","ISIC-Rev.3","Total.","Total coverage","Earnings per hour","Labour force survey","# 0","2.2",""
"Malta","2000","Men","ISIC-Rev.3","Total.","Total coverage","Earnings per hour","Labour force survey","# 0","2.3",""
"Malta","2000","Women","ISIC-Rev.3","Total.","Total coverage","Earnings per hour","Labour force survey","# 0","2",""
"Martinique","2001","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 0","10.37",""
"Martinique","2001","Men","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 0","10.8",""
"Martinique","2001","Women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 0","9.86",""
"Martinique","2000","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 0","9.95","46"
"Martinique","2000","Men","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 0","10.37","46"
"Martinique","2000","Women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 0","9.45","46"
"Martinique","1999","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 0","63.47",""
"Martinique","1999","Men","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 0","66.37",""
"Martinique","1999","Women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 0","60.07",""
"Martinique","1998","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 0","62.15",""
"Martinique","1998","Men","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 0","64.75",""
"Martinique","1998","Women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 0","58.96",""
"Mauritius","2008","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment census","# 3","14438","4,81"
"Mauritius","2007","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment census","# 3","13397","4,81"
"Mauritius","2006","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment census","# 3","12632","4,81"
"Mauritius","2005","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment census","# 3","12067","4,81"
"Mauritius","2004","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment census","# 3","11103","4,81"
"Mauritius","2003","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment census","# 3","9826","4,81"
"Mauritius","2002","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment census","# 3","9159","4,81"
"Mauritius","2001","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment census","# 3","8701","4,81"
"Mauritius","2000","Total men and women","ISIC-Rev.2","Total.","Wage earners","Earnings per day","Labour-related establishment census","# 3","197.43","81,82"
"Mauritius","2000","Total men and women","ISIC-Rev.2","Total.","Salaried employees","Earnings per month","Labour-related establishment census","# 3","9585","4,81"
"Mauritius","2000","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment census","# 3","8178","4,81"
"Mauritius","1999","Total men and women","ISIC-Rev.2","Total.","Wage earners","Earnings per day","Labour-related establishment census","# 3","183.93","81,82"
"Mauritius","1999","Total men and women","ISIC-Rev.2","Total.","Salaried employees","Earnings per month","Labour-related establishment census","# 3","8820","4,81"
"Mauritius","1999","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment census","# 3","7494","4,81"
"Mauritius","1998","Total men and women","ISIC-Rev.2","Total.","Wage earners","Earnings per day","Labour-related establishment census","# 3","178.14","81,82"
"Mauritius","1998","Total men and women","ISIC-Rev.2","Total.","Salaried employees","Earnings per month","Labour-related establishment census","# 3","8080","4,81"
"Mauritius","1997","Total men and women","ISIC-Rev.2","Total.","Salaried employees","Earnings per month","Labour-related establishment census","# 3","7572","4,81"
"Mauritius","1997","Total men and women","ISIC-Rev.2","Total.","Wage earners","Earnings per day","Labour-related establishment census","# 3","165.66","81,82"
"Mauritius","1996","Total men and women","ISIC-Rev.2","Total.","Salaried employees","Earnings per month","Labour-related establishment census","# 3","6731","4,81"
"Mauritius","1996","Total men and women","ISIC-Rev.2","Total.","Wage earners","Earnings per day","Labour-related establishment census","# 3","151.1","81,82"
"Mauritius","1995","Total men and women","ISIC-Rev.2","Total.","Wage earners","Earnings per day","Labour-related establishment census","# 3","141.78","81,82"
"Mauritius","1995","Total men and women","ISIC-Rev.2","Total.","Salaried employees","Earnings per month","Labour-related establishment census","# 3","6334","4,81"
"Mauritius","1994","Total men and women","ISIC-Rev.2","Total.","Salaried employees","Earnings per month","Labour-related establishment census","# 3","5779","4,81"
"Mauritius","1994","Total men and women","ISIC-Rev.2","Total.","Wage earners","Earnings per day","Labour-related establishment census","# 3","130.79","81,82"
"Mauritius","1993","Total men and women","ISIC-Rev.2","Total.","Wage earners","Earnings per day","Labour-related establishment census","# 3","116.28","81,82"
"Mauritius","1993","Total men and women","ISIC-Rev.2","Total.","Salaried employees","Earnings per month","Labour-related establishment census","# 3","4779","4,81"
"Mauritius","1992","Total men and women","ISIC-Rev.2","Total.","Salaried employees","Earnings per month","Labour-related establishment census","# 3","4530","4,81"
"Mauritius","1992","Total men and women","ISIC-Rev.2","Total.","Wage earners","Earnings per day","Labour-related establishment census","# 3","102.05","81,82"
"Mauritius","1991","Total men and women","ISIC-Rev.2","Total.","Wage earners","Earnings per day","Labour-related establishment census","# 3","89.07","81,82"
"Mauritius","1991","Total men and women","ISIC-Rev.2","Total.","Salaried employees","Earnings per month","Labour-related establishment census","# 3","4080","4,81"
"Mauritius","1990","Total men and women","ISIC-Rev.2","Total.","Salaried employees","Earnings per month","Labour-related establishment census","# 3","3524","4,81"
"Mauritius","1990","Total men and women","ISIC-Rev.2","Total.","Wage earners","Earnings per day","Labour-related establishment census","# 3","68","81,82"
"Mauritius","1989","Total men and women","ISIC-Rev.2","Total.","Wage earners","Earnings per day","Labour-related establishment census","# 3","59","81,82"
"Mauritius","1989","Total men and women","ISIC-Rev.2","Total.","Salaried employees","Earnings per month","Labour-related establishment census","# 3","3335","4,81"
"Mauritius","1988","Total men and women","ISIC-Rev.2","Total.","Salaried employees","Earnings per month","Labour-related establishment census","# 3","2815","4,81"
"Mauritius","1988","Total men and women","ISIC-Rev.2","Total.","Wage earners","Earnings per day","Labour-related establishment census","# 3","51","81,82,83"
"Mauritius","1987","Total men and women","ISIC-Rev.2","Total.","Wage earners","Earnings per day","Labour-related establishment census","# 3","41","81,82"
"Mauritius","1987","Total men and women","ISIC-Rev.2","Total.","Salaried employees","Earnings per month","Labour-related establishment census","# 3","2215","4,81"
"Mexico","2008","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour force survey","# 2","4800.8762273","84,85"
"Mexico","2008","Men","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour force survey","# 2","5131.7348871","84,85"
"Mexico","2008","Women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour force survey","# 2","4238.9704282","84,85"
"Mexico","2007","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour force survey","# 2","4716.345454","84,85"
"Mexico","2007","Men","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour force survey","# 2","5043.566884","84,85"
"Mexico","2007","Women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour force survey","# 2","4157.0584734","84,85"
"Mexico","2006","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour force survey","# 2","4425.9247469","84,85"
"Mexico","2006","Men","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour force survey","# 2","4696.7697379","84,85"
"Mexico","2006","Women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour force survey","# 2","3956.8077689","84,85"
"Mexico","2005","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour force survey","# 2","4173.8436801","84,85"
"Mexico","2005","Men","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour force survey","# 2","4441.0355486","84,85"
"Mexico","2005","Women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour force survey","# 2","3713.6248747","84,85"
"Mexico","2004","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour force survey","# 2","3969.650593","84,85"
"Mexico","2004","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour force survey","# 1","3969.3","38"
"Mexico","2004","Men","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour force survey","# 1","4202.4","38"
"Mexico","2004","Men","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour force survey","# 2","4210.2089612","84,85"
"Mexico","2004","Women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour force survey","# 2","3522.8246382","84,85"
"Mexico","2004","Women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour force survey","# 1","3538.9","38"
"Mexico","2003","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour force survey","# 1","3791.3",""
"Mexico","2003","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour force survey","# 2","3796.6575336","84,85"
"Mexico","2003","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour force survey","# 3","20.52",""
"Mexico","2003","Men","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour force survey","# 3","20.7",""
"Mexico","2003","Men","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour force survey","# 2","4025.261375","84,85"
"Mexico","2003","Men","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour force survey","# 1","4005.6",""
"Mexico","2003","Women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour force survey","# 1","3379.7",""
"Mexico","2003","Women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour force survey","# 2","3354.095887","84,85"
"Mexico","2003","Women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour force survey","# 3","20.12",""
"Mexico","2002","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour force survey","# 3","18.89",""
"Mexico","2002","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour force survey","# 2","3553.5116956","84,85"
"Mexico","2002","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour force survey","# 1","3537.9",""
"Mexico","2002","Men","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour force survey","# 1","3761.8",""
"Mexico","2002","Men","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour force survey","# 2","3785.71133","84,85"
"Mexico","2002","Men","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour force survey","# 3","19.15",""
"Mexico","2002","Women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour force survey","# 3","18.32",""
"Mexico","2002","Women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour force survey","# 2","3118.2851186","84,85"
"Mexico","2002","Women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour force survey","# 1","3118.5",""
"Mexico","2001","Total men and women","ISIC-Rev.2","Total.","Employees","Earnings per day","Insurance records","# 0","143.56",""
"Mexico","2001","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour force survey","# 3","17.92",""
"Mexico","2001","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour force survey","# 1","3310.7",""
"Mexico","2001","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour force survey","# 2","3320.0504325","84,85"
"Mexico","2001","Men","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour force survey","# 2","3543.761989","84,85"
"Mexico","2001","Men","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour force survey","# 1","3522.6",""
"Mexico","2001","Men","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour force survey","# 3","18.21",""
"Mexico","2001","Women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour force survey","# 3","17.27",""
"Mexico","2001","Women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour force survey","# 1","2909.6",""
"Mexico","2001","Women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour force survey","# 2","2894.5922597","84,85"
"Mexico","2000","Total men and women","ISIC-Rev.2","Total.","Employees","Earnings per day","Insurance records","# 0","127.2",""
"Mexico","2000","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour force survey","# 3","15.72",""
"Mexico","2000","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour force survey","# 2","2938.4926641","84,85"
"Mexico","2000","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour force survey","# 1","2939.4",""
"Mexico","2000","Men","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour force survey","# 1","3122.1",""
"Mexico","2000","Men","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour force survey","# 2","3134.8509232","84,85"
"Mexico","2000","Men","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour force survey","# 3","15.96",""
"Mexico","2000","Women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour force survey","# 3","15.16",""
"Mexico","2000","Women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour force survey","# 2","2563.6611312","84,85"
"Mexico","2000","Women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour force survey","# 1","2595",""
"Mexico","1999","Total men and women","ISIC-Rev.2","Total.","Employees","Earnings per day","Insurance records","# 0","110.84",""
