"EDULIT_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","CHL","Chile","2003","2003",18382,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","CHL","Chile","2006","2006",24899,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","CHL","Chile","2007","2007",39817,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","CHL","Chile","2008","2008",39222,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","CHL","Chile","2009","2009",49088,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","CHL","Chile","2010","2010",51810,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","CHL","Chile","2012","2012",72144,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","CHL","Chile","2013","2013",57735.33333,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","CHL","Chile","2014","2014",62731.33333,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","BRA","Brazil","1999","1999",20218,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","BRA","Brazil","2001","2001",26031,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","BRA","Brazil","2002","2002",31338,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","BRA","Brazil","2003","2003",35742,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","BRA","Brazil","2004","2004",36042,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","BRA","Brazil","2005","2005",39695,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","BRA","Brazil","2007","2007",9919,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","BRA","Brazil","2008","2008",10711,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","BRA","Brazil","2009","2009",11256,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","BRA","Brazil","2010","2010",11314,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","BRA","Brazil","2011","2011",12321,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","BRA","Brazil","2012","2012",13912,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","BRA","Brazil","2014","2014",16745,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","ISR","Israel","2000","2000",303,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","ISR","Israel","2001","2001",405,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","ISR","Israel","2002","2002",409,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","ISR","Israel","2003","2003",495,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","ISR","Israel","2004","2004",569,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","ISR","Israel","2005","2005",627,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","ISR","Israel","2006","2006",617,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","ISR","Israel","2007","2007",683,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","ISR","Israel","2008","2008",730,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","ISR","Israel","2009","2009",675,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","ISR","Israel","2010","2010",778,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","ISR","Israel","2011","2011",781,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","ISR","Israel","2012","2012",823,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","ISR","Israel","2013","2013",804,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","ISR","Israel","2014","2014",769,,
"26375","Graduates from tertiary education, both sexes (number)","AND","Andorra","2002","2002",29,,
"26375","Graduates from tertiary education, both sexes (number)","AND","Andorra","2003","2003",37,,
"26375","Graduates from tertiary education, both sexes (number)","AND","Andorra","2004","2004",45,,
"26375","Graduates from tertiary education, both sexes (number)","AND","Andorra","2005","2005",63,,
"26375","Graduates from tertiary education, both sexes (number)","AND","Andorra","2006","2006",42,,
"26375","Graduates from tertiary education, both sexes (number)","AND","Andorra","2008","2008",42,,
"26375","Graduates from tertiary education, both sexes (number)","AND","Andorra","2012","2012",82,,
"26375","Graduates from tertiary education, both sexes (number)","AND","Andorra","2013","2013",84,,
"26375","Graduates from tertiary education, both sexes (number)","AND","Andorra","2014","2014",72,,
"26375","Graduates from tertiary education, both sexes (number)","AND","Andorra","2015","2015",47,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","NIC","Nicaragua","2002","2002",536,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","GEO","Georgia","1999","1999",,"a","Category not applicable"
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","GEO","Georgia","2000","2000",,"a","Category not applicable"
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","GEO","Georgia","2001","2001",,"a","Category not applicable"
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","GEO","Georgia","2002","2002",,"a","Category not applicable"
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","GEO","Georgia","2003","2003",,"a","Category not applicable"
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","GEO","Georgia","2004","2004",,"a","Category not applicable"
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","GEO","Georgia","2005","2005",,"a","Category not applicable"
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","GEO","Georgia","2006","2006",,"a","Category not applicable"
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","GEO","Georgia","2007","2007",,"a","Category not applicable"
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","GEO","Georgia","2008","2008",10087,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","GEO","Georgia","2009","2009",4146,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","GEO","Georgia","2010","2010",282,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","GEO","Georgia","2011","2011",1960,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","GEO","Georgia","2012","2012",969,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","GEO","Georgia","2013","2013",1542,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","GEO","Georgia","2014","2014",1125,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","GEO","Georgia","2015","2015",832,,
"26415","Graduates from tertiary education, female (number)","AGO","Angola","1999","1999",128,,
"26415","Graduates from tertiary education, female (number)","AGO","Angola","2002","2002",70,,
"26415","Graduates from tertiary education, female (number)","AGO","Angola","2013","2013",6508,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","ARE","United Arab Emirates","2007","2007",,"n","Magnitude nil or negligible"
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","ARE","United Arab Emirates","2008","2008",,"n","Magnitude nil or negligible"
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","ARE","United Arab Emirates","2009","2009",,"n","Magnitude nil or negligible"
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","ARE","United Arab Emirates","2010","2010",13,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","ARE","United Arab Emirates","2011","2011",5,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","ARE","United Arab Emirates","2012","2012",10,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","ARE","United Arab Emirates","2013","2013",15,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","ARE","United Arab Emirates","2014","2014",31,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","ARE","United Arab Emirates","2015","2015",49,,
"26375","Graduates from tertiary education, both sexes (number)","DEU","Germany","1999","1999",315257,,
"26375","Graduates from tertiary education, both sexes (number)","DEU","Germany","2000","2000",302095,,
"26375","Graduates from tertiary education, both sexes (number)","DEU","Germany","2001","2001",296640,,
"26375","Graduates from tertiary education, both sexes (number)","DEU","Germany","2002","2002",293920,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","ARM","Armenia","2001","2001",102,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","ARM","Armenia","2002","2002",76,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","ARM","Armenia","2003","2003",96,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","ARM","Armenia","2004","2004",108,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","ARM","Armenia","2005","2005",78,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","ARM","Armenia","2006","2006",129,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","ARM","Armenia","2007","2007",132,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","ARM","Armenia","2008","2008",105,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","ARM","Armenia","2009","2009",131,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","ARM","Armenia","2010","2010",221,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","ARM","Armenia","2011","2011",185,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","ARM","Armenia","2012","2012",116,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","ARM","Armenia","2013","2013",106,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","ARM","Armenia","2014","2014",74,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","ARM","Armenia","2015","2015",116,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","EGY","Egypt","2012","2012",2758,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","EGY","Egypt","2013","2013",3016,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","MRT","Mauritania","2004","2004",,"a","Category not applicable"
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","MRT","Mauritania","2005","2005",,"a","Category not applicable"
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","MRT","Mauritania","2012","2012",,"a","Category not applicable"
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","MRT","Mauritania","2013","2013",,"a","Category not applicable"
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","MRT","Mauritania","2015","2015",9,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","MRT","Mauritania","2016","2016",,"n","Magnitude nil or negligible"
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","MKD","The former Yugoslav Republic of Macedonia","1999","1999",252,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","MKD","The former Yugoslav Republic of Macedonia","2000","2000",207,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","MKD","The former Yugoslav Republic of Macedonia","2001","2001",145,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","MKD","The former Yugoslav Republic of Macedonia","2002","2002",175,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","MKD","The former Yugoslav Republic of Macedonia","2003","2003",116,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","MKD","The former Yugoslav Republic of Macedonia","2004","2004",160,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","MKD","The former Yugoslav Republic of Macedonia","2005","2005",150,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","MKD","The former Yugoslav Republic of Macedonia","2006","2006",242,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","MKD","The former Yugoslav Republic of Macedonia","2007","2007",286,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","MKD","The former Yugoslav Republic of Macedonia","2008","2008",430,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","MKD","The former Yugoslav Republic of Macedonia","2009","2009",265,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","MKD","The former Yugoslav Republic of Macedonia","2010","2010",316,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","MKD","The former Yugoslav Republic of Macedonia","2011","2011",292,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","MKD","The former Yugoslav Republic of Macedonia","2012","2012",183,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","MKD","The former Yugoslav Republic of Macedonia","2013","2013",,"a","Category not applicable"
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","MKD","The former Yugoslav Republic of Macedonia","2014","2014",,"a","Category not applicable"
"26415","Graduates from tertiary education, female (number)","LCA","Saint Lucia","2014","2014",523,,
"26415","Graduates from tertiary education, female (number)","LCA","Saint Lucia","2015","2015",646,,
"26375","Graduates from tertiary education, both sexes (number)","CUB","Cuba","2002","2002",17459,,
"26375","Graduates from tertiary education, both sexes (number)","CUB","Cuba","2003","2003",22108,,
"26375","Graduates from tertiary education, both sexes (number)","CUB","Cuba","2004","2004",86334,,
"26375","Graduates from tertiary education, both sexes (number)","CUB","Cuba","2005","2005",78529,,
"26375","Graduates from tertiary education, both sexes (number)","CUB","Cuba","2006","2006",100874,,
"26375","Graduates from tertiary education, both sexes (number)","CUB","Cuba","2007","2007",97282,,
"26375","Graduates from tertiary education, both sexes (number)","CUB","Cuba","2008","2008",103761,,
"26375","Graduates from tertiary education, both sexes (number)","CUB","Cuba","2009","2009",143333,,
"26375","Graduates from tertiary education, both sexes (number)","CUB","Cuba","2010","2010",148022,,
"26375","Graduates from tertiary education, both sexes (number)","CUB","Cuba","2011","2011",152441,,
"26375","Graduates from tertiary education, both sexes (number)","CUB","Cuba","2012","2012",145275,,
"26375","Graduates from tertiary education, both sexes (number)","CUB","Cuba","2013","2013",133291,,
"26375","Graduates from tertiary education, both sexes (number)","CUB","Cuba","2014","2014",105293,,
"26375","Graduates from tertiary education, both sexes (number)","CUB","Cuba","2015","2015",84139,,
"26375","Graduates from tertiary education, both sexes (number)","ALB","Albania","1999","1999",3997,,
"26375","Graduates from tertiary education, both sexes (number)","ALB","Albania","2000","2000",4735,,
"26375","Graduates from tertiary education, both sexes (number)","ALB","Albania","2001","2001",4618,,
"26375","Graduates from tertiary education, both sexes (number)","ALB","Albania","2002","2002",5016,,
"26375","Graduates from tertiary education, both sexes (number)","ALB","Albania","2003","2003",5202,,
"26375","Graduates from tertiary education, both sexes (number)","ALB","Albania","2004","2004",5844,,
"26375","Graduates from tertiary education, both sexes (number)","ALB","Albania","2005","2005",5778,,
"26375","Graduates from tertiary education, both sexes (number)","ALB","Albania","2006","2006",7724,,
"26375","Graduates from tertiary education, both sexes (number)","ALB","Albania","2007","2007",9767,,
"26375","Graduates from tertiary education, both sexes (number)","ALB","Albania","2008","2008",15653,,
"26375","Graduates from tertiary education, both sexes (number)","ALB","Albania","2009","2009",18327,,
"26375","Graduates from tertiary education, both sexes (number)","ALB","Albania","2010","2010",22358,,
"26375","Graduates from tertiary education, both sexes (number)","ALB","Albania","2011","2011",23046,,
"26375","Graduates from tertiary education, both sexes (number)","ALB","Albania","2013","2013",30365,,
"26375","Graduates from tertiary education, both sexes (number)","ALB","Albania","2014","2014",29191,,
"26375","Graduates from tertiary education, both sexes (number)","ALB","Albania","2015","2015",33529,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","IRN","Iran (Islamic Republic of)","2004","2004",560,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","IRN","Iran (Islamic Republic of)","2005","2005",824,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","IRN","Iran (Islamic Republic of)","2006","2006",700,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","IRN","Iran (Islamic Republic of)","2007","2007",824,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","IRN","Iran (Islamic Republic of)","2009","2009",1452,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","IRN","Iran (Islamic Republic of)","2011","2011",1531,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","IRN","Iran (Islamic Republic of)","2012","2012",1322,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","IRN","Iran (Islamic Republic of)","2013","2013",1802,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","IRN","Iran (Islamic Republic of)","2014","2014",2612,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","IRN","Iran (Islamic Republic of)","2015","2015",3014,,
"26375","Graduates from tertiary education, both sexes (number)","ZWE","Zimbabwe","2010","2010",30510,,
"26375","Graduates from tertiary education, both sexes (number)","ZWE","Zimbabwe","2011","2011",15751,,
"26375","Graduates from tertiary education, both sexes (number)","ZWE","Zimbabwe","2012","2012",15911,,
"26375","Graduates from tertiary education, both sexes (number)","ZWE","Zimbabwe","2013","2013",13637,,
"26375","Graduates from tertiary education, both sexes (number)","ZWE","Zimbabwe","2015","2015",33255,,
"26415","Graduates from tertiary education, female (number)","ARG","Argentina","1999","1999",55656,,
"26415","Graduates from tertiary education, female (number)","ARG","Argentina","2001","2001",88578,,
"26415","Graduates from tertiary education, female (number)","ARG","Argentina","2006","2006",143011,,
"26415","Graduates from tertiary education, female (number)","ARG","Argentina","2007","2007",156551,,
"26415","Graduates from tertiary education, female (number)","ARG","Argentina","2008","2008",154987,,
"26415","Graduates from tertiary education, female (number)","ARG","Argentina","2009","2009",133587,,
"26415","Graduates from tertiary education, female (number)","ARG","Argentina","2010","2010",135399,,
"26415","Graduates from tertiary education, female (number)","ARG","Argentina","2011","2011",148347,,
"26415","Graduates from tertiary education, female (number)","ARG","Argentina","2012","2012",173800,,
"26415","Graduates from tertiary education, female (number)","ARG","Argentina","2013","2013",147241,,
"26415","Graduates from tertiary education, female (number)","ARG","Argentina","2014","2014",148018,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","PRY","Paraguay","2000","2000",5977,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","PRY","Paraguay","2001","2001",8195,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","PRY","Paraguay","2002","2002",10341,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","PRY","Paraguay","2003","2003",10076,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","PRY","Paraguay","2007","2007",5382,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","PRY","Paraguay","2008","2008",3478,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","PRY","Paraguay","2009","2009",3070,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","PRY","Paraguay","2010","2010",2464,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","PRY","Paraguay","2012","2012",942,,
"26415","Graduates from tertiary education, female (number)","SRB","Serbia","2007","2007",18612,,
"26415","Graduates from tertiary education, female (number)","SRB","Serbia","2008","2008",21933,,
"26415","Graduates from tertiary education, female (number)","SRB","Serbia","2009","2009",25697,,
"26415","Graduates from tertiary education, female (number)","SRB","Serbia","2010","2010",26347,,
"26415","Graduates from tertiary education, female (number)","SRB","Serbia","2011","2011",27389,,
"26415","Graduates from tertiary education, female (number)","SRB","Serbia","2012","2012",27888,,
"26415","Graduates from tertiary education, female (number)","SRB","Serbia","2013","2013",27930,,
"26415","Graduates from tertiary education, female (number)","SRB","Serbia","2014","2014",29340,,
"26415","Graduates from tertiary education, female (number)","SRB","Serbia","2015","2015",29575,,
"26415","Graduates from tertiary education, female (number)","TUN","Tunisia","2004","2004",20445,,
"26415","Graduates from tertiary education, female (number)","TUN","Tunisia","2006","2006",33352,,
"26415","Graduates from tertiary education, female (number)","TUN","Tunisia","2011","2011",49722,,
"26415","Graduates from tertiary education, female (number)","TUN","Tunisia","2012","2012",40651,,
"26415","Graduates from tertiary education, female (number)","TUN","Tunisia","2013","2013",43113,,
"26415","Graduates from tertiary education, female (number)","TUN","Tunisia","2014","2014",42796,,
"26415","Graduates from tertiary education, female (number)","TUN","Tunisia","2015","2015",41047,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","TUV","Tuvalu","1999","1999",,"a","Category not applicable"
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","TUV","Tuvalu","2000","2000",,"a","Category not applicable"
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","TUV","Tuvalu","2001","2001",,"a","Category not applicable"
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","TUV","Tuvalu","2002","2002",,"a","Category not applicable"
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","TUV","Tuvalu","2003","2003",,"a","Category not applicable"
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","TUV","Tuvalu","2004","2004",,"a","Category not applicable"
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","TUV","Tuvalu","2008","2008",,"a","Category not applicable"
"26375","Graduates from tertiary education, both sexes (number)","LKA","Sri Lanka","2010","2010",27913,,
"26375","Graduates from tertiary education, both sexes (number)","LKA","Sri Lanka","2011","2011",28285,,
"26375","Graduates from tertiary education, both sexes (number)","LKA","Sri Lanka","2012","2012",27050,,
"26375","Graduates from tertiary education, both sexes (number)","LKA","Sri Lanka","2013","2013",34923,,
"26375","Graduates from tertiary education, both sexes (number)","LKA","Sri Lanka","2014","2014",40637,,
"26375","Graduates from tertiary education, both sexes (number)","LKA","Sri Lanka","2015","2015",46337,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","AUT","Austria","1999","1999",1843,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","AUT","Austria","2000","2000",1790,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","AUT","Austria","2001","2001",1871,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","AUT","Austria","2002","2002",2125,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","AUT","Austria","2003","2003",2197,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","AUT","Austria","2004","2004",2445,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","AUT","Austria","2005","2005",2228,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","AUT","Austria","2006","2006",2158,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","AUT","Austria","2007","2007",2085,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","AUT","Austria","2008","2008",2205,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","AUT","Austria","2009","2009",2284,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","AUT","Austria","2010","2010",2500,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","AUT","Austria","2011","2011",2359,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","AUT","Austria","2012","2012",2412,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","AUT","Austria","2013","2013",2227.5,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","AUT","Austria","2014","2014",2206.85606,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","AUT","Austria","2015","2015",2189.05556,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","LUX","Luxembourg","2000","2000",,"a","Category not applicable"
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","LUX","Luxembourg","2008","2008",2,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","LUX","Luxembourg","2012","2012",29,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","LUX","Luxembourg","2013","2013",25,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","LUX","Luxembourg","2014","2014",31,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","SLV","El Salvador","2002","2002",1962,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","SLV","El Salvador","2003","2003",2371,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","SLV","El Salvador","2005","2005",2136,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","SLV","El Salvador","2006","2006",1958,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","SLV","El Salvador","2007","2007",2184,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","SLV","El Salvador","2008","2008",2672,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","SLV","El Salvador","2009","2009",2778,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","SLV","El Salvador","2010","2010",3051,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","SLV","El Salvador","2011","2011",3724,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","SLV","El Salvador","2012","2012",3784,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","SLV","El Salvador","2013","2013",4043,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","SLV","El Salvador","2014","2014",3901,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","SLV","El Salvador","2015","2015",2838,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","KOR","Republic of Korea","1999","1999",133076,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","KOR","Republic of Korea","2000","2000",142520,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","KOR","Republic of Korea","2001","2001",151244,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","KOR","Republic of Korea","2002","2002",158672,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","KOR","Republic of Korea","2003","2003",166275,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","KOR","Republic of Korea","2004","2004",152550,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","KOR","Republic of Korea","2005","2005",155216,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","KOR","Republic of Korea","2006","2006",150786,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","KOR","Republic of Korea","2007","2007",145685,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","KOR","Republic of Korea","2008","2008",111472,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","KOR","Republic of Korea","2009","2009",109326,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","KOR","Republic of Korea","2011","2011",109295,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","KOR","Republic of Korea","2012","2012",111047,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","KOR","Republic of Korea","2013","2013",107235,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","KOR","Republic of Korea","2014","2014",105072,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","AZE","Azerbaijan","1999","1999",386,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","AZE","Azerbaijan","2000","2000",454,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","AZE","Azerbaijan","2001","2001",343,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","AZE","Azerbaijan","2002","2002",251,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","AZE","Azerbaijan","2003","2003",209,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","AZE","Azerbaijan","2004","2004",275,,
